"pmid","pmcid_pmc","pmcid_uid","doi","filename","journal","publisher","affiliation_institution","affiliation_country","year_epub","year_ppub","is_coi_pred","coi_text","is_coi_pmc_fn","is_coi_pmc_title","is_relevant_coi","is_relevant_coi_hi","is_relevant_coi_lo","is_explicit_coi","coi_1","coi_2","coi_disclosure_1","commercial_1","benefit_1","consultant_1","grants_1","brief_1","fees_1","consults_1","connect_1","connect_2","commercial_ack_1","rights_1","founder_1","advisor_1","paid_1","board_1","no_coi_1","no_funder_role_1","is_fund_pred","fund_text","fund_pmc_institute","fund_pmc_source","fund_pmc_anysource","is_fund_pmc_group","is_fund_pmc_title","is_fund_pmc_anysource","is_relevant_fund","is_explicit_fund","support_1","support_3","support_4","support_5","support_6","support_7","support_8","support_9","support_10","developed_1","received_1","received_2","recipient_1","authors_1","authors_2","thank_1","thank_2","fund_1","fund_2","fund_3","supported_1","financial_1","financial_2","financial_3","grant_1","french_1","common_1","common_2","common_3","common_4","common_5","acknow_1","disclosure_1","disclosure_2","fund_ack","project_ack","is_register_pred","register_text","type","is_research","is_review","is_reg_pmc_title","is_relevant_reg","is_method","is_NCT","is_explicit_reg","prospero_1","registered_1","registered_2","registered_3","registered_4","registered_5","not_registered_1","registration_1","registration_2","registration_3","registration_4","registry_1","reg_title_1","reg_title_2","reg_title_3","reg_title_4","funded_ct_1","ct_2","ct_3","protocol_1","is_success"
"23481263","","3575421","10.4161/mge.23238","./publications/PMC3575421.xml","Mobile Genetic Elements","Landes Bioscience","","","","2012",FALSE,"",FALSE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"J.L.S. would like to warmly acknowledge stimulating conversations with Neil T. Huddle. She would also like to acknowledge the ongoing support from NASA’s Astrobiology Institute and the DEB program at NSF.","","","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","other",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23439280","","3581829","10.1038/srep01340","./publications/PMC3581829.xml","Scientific Reports","Nature Publishing Group","Department of Microbiology and Cell Science, University of Florida, Space Life Science Laboratory, Kennedy Space Center; Department of Plant Pathology and Microbiology, University of California – Riverside","","2013","",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"The authors would like to thank Jennifer Mobberley and John Warden for their comments on this manuscript. We also thank Margaret McFall-Ngai and Elizabeth Heath-Heckman for their technical advice and Michael Hadfield for providing research space at the Kewalo Marine Laboratory during animal collection. Additionally, we thank Ned Ruby for the strain V. fischeri ES114 and Wayne Nicholson for the use of his HARV chambers. Finally, we thank Nell Bekiares, Kyle Grant, Jennifer Larmore, Justin Lockhart, and Oliver Lundy for their assistance in collecting and maintaining the adult animal colonies. This work was supported by the NASA Florida Space Grant Consortium award UCF01-0000232913, as well as an equipment donation from the Promega, Corporation.","","","",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23472115","","3589462","10.1371/journal.pone.0057860","./publications/PMC3589462.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"The project was funded by ISRO, India up to March 2012. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23135158","","3589938","10.1093/jrr/rrs100","./publications/PMC3589938.xml","Journal of Radiation Research","Oxford University Press","","","2012","2013",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"FUNDING This work was supported by the Program for New Century Excellent Talents in University (grant number NCET-10-0386), the National Key Technology R&D Program (grant number 2011BAI12B05), the National High Technology Research and Development Program 863 (grant numbers 2009AA7035020H, 2010AA7035020H), the State Key Laboratory of Space Medicine Fundamentals and Application (grant number SMFA09A10) and the National Science Fund for Distinguished Young Scholars of China (grant number 11105131).","","","",FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"23291736","","3628896","10.12659/MSM.883724","./publications/PMC3628896.xml","Medical Science Monitor : International Medical Journal of Experimental and Clinical Research","International Scientific Literature, Inc.","","","2013","",FALSE,"",FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Source of support:  Research Council KUL: GOA MaNet, PFV/10/002 (OPTEC), IDO 08/013 Autism, several PhD/postdoc & fellow grants;, Flemish Government: – FWO: PhD/postdoc grants, projects: G.0427.10N (Integrated EEG-fMRI), G.0108.11 (Compressed Sensing) G.0869.12N (Tumor imaging); – IWT: TBM070713-Accelero, TBM080658-MRI (EEG-fMRI), TBM110697-NeoGuard, D.Widjaja is supported by an IWT PhD grant; – iMinds 2012; – Flanders Care: Demonstratieproject Tele-Rehab III (2012-2014);, Belgian Federal Science Policy Office: IUAP P7/(DYSCO, ‘Dynamical systems, control and optimization’, 2012-2017); ESA-PRODEX-AO-PGPF-01 CardioControl (C4000103224), ESA-PRODEX-8-C90242;, EU: RECAP 209G within INTERREG IVB NWE programme, EU HIP Trial FP7-HEALTH/2007–2013 (n° 260777), EU ITN Transact 2012","","","",FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"23637819","","3630201","10.1371/journal.pone.0061372","./publications/PMC3630201.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This work was supported by NASA-NNH08ZTT003. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23637980","","3634740","10.1371/journal.pone.0062130","./publications/PMC3634740.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This work was supported by the European Commission within the sixth framework programme for RTD activities (2002–2006), Specific Programme “Structuring ERA” support to Research Infrastructures and the ESA (European Space Agency) project “the International Space Station: a Unique REsearch Infrastructure” (SURE) (SURE-AO2006-022A-RITA 026069/PECS Arrangement No. 98047). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23658630","","3639165","10.1371/journal.pone.0062437","./publications/PMC3639165.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This work was supported by NASA Grant NNX09AI70G to CHC. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23675497","","3651164","10.1371/journal.pone.0063661","./publications/PMC3651164.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This study was supported by a grant from the National Basic Research Program of China (973 Program No. 2011CB707704); National Key Technology R&D Program (no. 2009BAK59B01) and the State Key Laboratory of Space Medicine Fundamentals and Application, China Astronaut Research and Training Center (SMFA200908, SMFA2012B02). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23651740","","3653714","10.1186/1478-811X-11-32","./publications/PMC3653714.xml","Cell Communication and Signaling : CCS","BioMed Central","","","2013","",TRUE,"Competing interests The authors declare that they have no competing interests.",FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Terminology was used according to the recommendations by the European consortium “Systematic Evaluation of the ground based (micro-) gravity simulation paradigms available in Europe” (ESA contract 4200022650) [52]. We gratefully acknowledge financial support by DLR (grant no. 50WB0912), the Italian Space Agency, Rome, (grant MoMa/ERMEIS) and the Fondazione Banco di Sardegna, Sassari (grant 968/2010.0373). We also gratefully acknowledge the support of (in alphabetic order) Miriam Christen, Karl-Heinrich Grote, Sonja Krammer, Liliana Layer, Jutta Müller, Marianne Ott, Irina Rau and Monika Sebele. We are indebted to Partec GmbH (Münster, Germany) for providing the CyFlow SL for on-site analysis at ESRANGE Space Port and their excellent support. We thank PromoCell (Heidelberg, Germany) for the excellent collaboration in this project and for their individual service and custom production of material. We gratefully acknowledge the support of the European Space Agency, especially Rene Demets and Antonio Verga, of the Swedish Space Cooperation, especially Per Holm, Franz Gronmayer, Matthias Abrahamsson and Gunnar Florin, the Center for Concepts in Mechatronics (CCM), especially Edwin Langerak, and Dutch Space, especially Guus Borst. We thank Ms. Naomi Shepherd for editing the manuscript.","","","",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23755162","","3670926","10.1371/journal.pone.0064931","./publications/PMC3670926.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This work was supported by the National Science Foundation of China, Grant No.81071616 and No.81272174. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"23548163","","3706926","10.1186/scrt184","./publications/PMC3706926.xml","Stem Cell Research & Therapy","BioMed Central","","","2013","",TRUE,"Competing interests The authors have no personal financial or institutional interest in any of drugs, materials, or devices described in this article.",FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This work was supported in part by Grants-in-Aid for Scientific Research from the Japan Society for the Promotion of Science (JSPS KAKENHI grant numbers 19659368 and 23592127).","","","",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23874826","","3707889","10.1371/journal.pone.0068961","./publications/PMC3707889.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"The authors have no support or funding to report.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23849595","","3710155","10.1186/2046-7648-2-11","./publications/PMC3710155.xml","Extreme Physiology & Medicine","BioMed Central","","","2013","",TRUE,"Competing interests The authors declare that they have no competing interests.",FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23936065","","3729694","10.1371/journal.pone.0069647","./publications/PMC3729694.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This work was supported by the French National Space Agency (CNES) (www.cnes.fr), the National Research Agency (grant ANR NT09-632666)(www.agence-nationale-recherche.fr), the French Ministry of Higher Education and Research (www.enseignementsup-recherche.gouv.fr), the Lorraine University (www.univ-lorraine.fr/), the Lorraine area (www.lorraine.eu/) and BELSPO/PRODEX/ESA (contract 42-000-90-380) (www.belspo.be). N.G. was supported by a PhD fellowship from the National Research Fund of Luxembourg (www.fnr.lu) and V.S. by a CNES post-doctoral fellowship. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23967230","","3742504","10.1371/journal.pone.0071652","./publications/PMC3742504.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This research has been supported by the Russian Foundation for Basic Research (project 10-04-13306-RT_ofi), a program of the Russian Ministry of Science and Education (project 14.740.11.0755 and 16.740.11.0369). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23977138","","3743739","10.1371/journal.pone.0071757","./publications/PMC3743739.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This research was supported by the NIH Radiation Biology Training Grant 2T32CAO9677 and the National Space Biomedical Research Institute (NSBRI) Center of Acute Radiation Research (CARR) grant. The NSBRI is funded through the National Aeronautics and Space Administration (NASA) Class Code (NCC) 9–58. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23983621","","3745949","10.1155/2013/185769","./publications/PMC3745949.xml","The Scientific World Journal","Hindawi Publishing Corporation","","","2013","",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"The authors would like to acknowledge George Y. Baaklini, branch chief of the Optical Instrumentation and NDE Branch at the NASA Glenn Research Center, and Robert Walters of the Naval Research Laboratory for support of this work. This work was funded by the U. S. Naval Research Laboratory.","","","",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"23919896","","3750915","10.1186/1471-2229-13-112","./publications/PMC3750915.xml","BMC Plant Biology","BioMed Central","","","2013","",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"The authors thank the many engineers, managers, and astronauts who contributed to the execution of this flight experiment. This work was supported by NASA grants NNX07AH270 and NNX09AL96G to R.J.F. and A.-L.P. This manuscript is dedicated to the memory of Guy Etheridge.","","","",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"24015201","","3756024","10.1371/journal.pone.0072028","./publications/PMC3756024.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This study was supported by the Italian Space Agency (ASI, grant OSMA). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"24024182","","3758870","10.1155/2013/150739","./publications/PMC3758870.xml","BioMed Research International","Hindawi Publishing Corporation","","","2013","2013",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"The authors are grateful to all the staff members who participated in this research.  This work was supported by a Grant from the National Natural Science Foundation of China (no. 30570931).","","http://dx.doi.org/10.13039/501100001809 National Natural Science Foundation of China","",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"24069248","","3772078","10.1371/journal.pone.0073914","./publications/PMC3772078.xml","PLoS ONE","Public Library of Science; San Francisco, USA","","","2013","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"This study is supported by the National Institutes of Health AR52379 and AR61821, and the National Space Biomedical Research Institute through NASA Cooperative Agreement NCC 9-58, and United States Army Medical Research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","","","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
