"","pmid","DOI","Title","First.Author","Publication.Year","Journal.Book","PMCID","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","is_coi_pred","coi_text","is_fund_pred","fund_text","is_register_pred","register_text"
"156",25370374,"10.3390/life4030295","Protein and Essential Amino Acids to Protect Musculoskeletal Health during Spaceflight: Evidence of a Paradox?","Hackney KJ",2014,"Life (Basel)","PMC4206848",FALSE,"",FALSE,"","",TRUE,"Conflicts of Interest The authors declare no conflict of interest. ",FALSE,"",FALSE,""
"157",33083526,"10.1038/s41526-020-00119-3","Quantitative magnetic resonance image assessment of the optic nerve and surrounding sheath after spaceflight","Rohr JJ",2020,"NPJ Microgravity","PMC7545196",FALSE,"",FALSE,"","",TRUE,"Competing interests B.A.M. has received grant support from Genentech, Minnetronix Neuro, Biogen, Voyager Therapeutics, and Alcyone Lifesciences. B.A.M. is a scientific advisory board member for Alcyone Lifesciences and the Chiari and Syringomyelia Foundation, and serves as a consultant to SwanBio Therapeutics, Cerebral Therapeutics, Minnetronix Neuro, and CereVasc.",TRUE,"This study was funded by NASA Idaho Space Grant Consortium grant NNX10AM75H, NASA grant NNX16AT06G, National Institute of Neurological Disorders, and Stroke grant 1R01NS11128301, the Georgia Research Alliance, and the NASA Human Research Program. Competing interests: B.A.M. has received grant support from Genentech, Minnetronix Neuro, Biogen, Voyager Therapeutics, and Alcyone Lifesciences. B.A.M. is a scientific advisory board member for Alcyone Lifesciences and the Chiari and Syringomyelia Foundation, and serves as a consultant to SwanBio Therapeutics, Cerebral Therapeutics, Minnetronix Neuro, and CereVasc.",FALSE,""
"158",34904063,"10.31661/jbpe.v0i0.1193","Biological Protection in Deep Space Missions","Sihver L",2021,"J Biomed Phys Eng","PMC8649166",FALSE,"",FALSE,"","",TRUE,"Conflict of Interest None",FALSE,"",FALSE,""
"159",26686902,"10.1038/srep18655","miRNA-132-3p inhibits osteoblast differentiation by targeting Ep300 in simulated microgravity","Hu Z",2015,"Sci Rep","PMC4685444",FALSE,"",FALSE,"","",FALSE,"",TRUE,"We thank Dr. Xiaohong Duan and Dao Zhou for valuable suggestions on this work. This work was supported by grants from the National Science Foundation of China (31170889, 31570939 and 81471815).",FALSE,""
"160",35458519,"10.3390/v14040789","Dermatitis during Spaceflight Associated with HSV-1 Reactivation","Mehta SK",2022,"Viruses","PMC9028032",TRUE,"field-specific repository, supplement",FALSE,"the bait library included custom biotinylated dna fragments (mybaits (r) arbor biosciences ann arbor mi usa) that bind specifically to the dna of hsv-1 strain 17 (genbank jn555585 1).;     supplementary materials the following supporting information can be downloaded at: https://www mdpi com/article/10 3390/v14040789/s1 table s1: genbank accession numbers and references; table s2: biochemical profile; table s3: minor variant details.     raw data in supplementary table s2","",TRUE,"Conflicts of Interest The authors declare no conflict of interest. The funders had no role in the design of the study, in the collection, analyses, or interpretation of data, in the writing of the manuscript, or in the decision to publish the results.",TRUE,"Funding This research was funded by the NASA Human Research Program, Human Health and Countermeasures Element, via a directed study to Brian E. Crucian, and by National Institutes of Health R01 AI132692 (to M.L.S.).",FALSE,""
"161",33540536,"10.3390/life11020112","Immunity in Space: Prokaryote Adaptations and Immune Response in Microgravity","Green MJ",2021,"Life (Basel)","PMC7912908",FALSE,"",FALSE,"","",TRUE,"Conflicts of Interest The author declares that there are no competing interests.",TRUE,"Funding This work was supported by the Engineering and Physical Sciences Research Council and the University of Nottingham [EP/R513283/1].",FALSE,""
"162",20632144,"10.1007/s13246-010-0024-6","A statistical method (cross-validation) for bone loss region detection after spaceflight","Zhao Q",2010,"Australas Phys Eng Sci Med","PMC2917547",FALSE,"",FALSE,"","",FALSE,"",TRUE,"The first author received a Chinese Scholarship for Joint Ph.D. Research, sponsored by China Scholarship Council to perform research at UCSF. The study is also supported by NASA grants NNJ04HC7SA and NNJ04HF78G.",FALSE,""
"163",28490795,"10.1038/s41598-017-01707-2","Performances of Kevlar and Polyethylene as radiation shielding on-board the International Space Station in high latitude radiation environment","Narici L",2017,"Sci Rep","PMC5432003",FALSE,"",FALSE,"","",TRUE,"Competing Interests The authors declare that they have no competing interests.",TRUE,"The authors acknowledge the support from ESA (program ALTEA-shield) and from ASI, that made the development of the ALTEA detector possible (Contracts ALTEA, MoMa-ALTEA, ALTEA-support, ALTEA-reentry). The authors would also like to thank Dr René Demets from ESA for his very valuable support during the ALTEA-shield project. Finally, the authors are thankful to the ISS crew members who made all of this possible.",FALSE,""
"164",35216279,"10.3390/ijms23042163","Microgravity Modifies the Phenotype of Fibroblast and Promotes Remodeling of the Fibroblast-Keratinocyte Interaction in a 3D Co-Culture Model","Fedeli V",2022,"Int J Mol Sci","PMC8879576",FALSE,"",FALSE,"","",TRUE,"Conflicts of Interest The authors declare they have not conflict of interest. The authors confirm that the funders had no influence over the study design, content of the article, or selection of this journal.",TRUE,"Funding This work was partially supported by grants from ASI–Italian Space Agency (I/003/11/0 and 2014-010-R.0 and 2013-084-R.0).",FALSE,""
"165",32541786,"10.1038/s41598-020-66240-1","ORIGIN: a novel and compact Laser Desorption - Mass Spectrometry system for sensitive in situ detection of amino acids on extraterrestrial surfaces","Ligterink NFW",2020,"Sci Rep","PMC7296031",FALSE,"",FALSE,"","",TRUE,"Competing interests The authors declare no competing interests.",TRUE,"We thank Dr. E.G. Bøgelund for discussions on the manuscript structure and layout. N.L. acknowledges financial support from the Centre for Space and Habitability, University of Bern. A.R. acknowledges gratefully the support of the European Union’s Horizon 2020 research and innovation programme under the Marie Skłodowska-Curie grant agreement No. 750353, and the support of the European Space Agency for sample materials. A.R gratefully acknowledges the support of Acqiris SA, Geneva, Switzerland, for their continuous support in measurement electronics. P.W. and I.L. acknowledge the support of the Swiss National Science Foundation. C.S.C. thanks the Science and Technology Facilities Council (grant ST/R000875/1).",FALSE,""
"166",28004797,"10.1038/srep39545","Acute transcriptional up-regulation specific to osteoblasts/osteoclasts in medaka fish immediately after exposure to microgravity","Chatani M",2016,"Sci Rep","PMC5177882",TRUE,"field-specific repository",FALSE,"raw reads of the transcriptome analysis in this study are deposited in the ddbj sequence read archive under bioproject id: prjdb5292.","",FALSE,"",TRUE,"We thank Dr. K. Inohaya in Tokyo Institute of Technology for providing the osterix and osteocalcin transgenic lines, Mr. K. Terada in Tokyo Institute of Technology for examining the results of the transcriptome analysis, Ms. M. Hattori in Chiyoda Corporation for embedding of medaka larvae, Mr. T. Sakimura in Japan Space Forum for preparing the medaka chamber, and Dr. R. Kajitani in Tokyo Institute of Technology for registration of sequence data to the DDBJ. We also thank astronauts Mr. K. Wakata in JAXA for setting the medaka chambers for fluorescence microscopy at the ISS. RNAseq libraries constructions and analysis was partially supported by Russian Science Foundation grant for international groups (No. 14-44-00022) work was mainly by grants-in-aid from the Ministry of Education, Culture, Sports, Science and Technology of Japan (grant no. 25514003, 16K15778, 16H01635) and partly by the Ground-based Research Program for Space Utilization promoted by the Japan Space Forum.",FALSE,""
"167",36503581,"10.1186/s40168-022-01358-0","Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station","Tierney BT",2022,"Microbiome","PMC9743659",TRUE,"field-specific repository, general-purpose repository, data availability statement",TRUE,"as a point of comparison we additionally included the high-quality assembled genome of recently isolated a pittii type (ncbi assembly id = gca_000369045 https://www ncbi nlm nih gov/biosample/samn01828154/ ) referred to as a type strain in this analysis. processed data from this study including the isolate gene catalogs and kraken2/bracken abundances are available at https://figshare com/projects/multidrug-resistant_acinetobacter_pittii_is_adapting_to_and_exhibiting_succession_aboard_the_international_space_station/133467 .     availability of data and materials the mt1 (accession = prjna438545","all code used in this project is documented and available at https://github com/b-tierney/space_genomes .",TRUE,"Declarations Ethics approval and consent to participateNo ethical approval or consent was needed for this manuscript. Consent for publicationNot applicable. Competing interestsB.T.T works with Seed Health on microbiome study design and holds equity in the company. Seed Health was not involved in the funding or execution of this project. C.E.M is a co-founder of the Biotia and Onegevity Health. This manuscript was prepared as an account of work sponsored by NASA, an agency of the US Government. The US Government, NASA, California Institute of Technology, Jet Propulsion Laboratory, and their employees make no warranty, expressed or implied, or assume any liability or responsibility for the accuracy, completeness, or usefulness of information, apparatus, product, or process disclosed in this manuscript, or represent that its use would not infringe upon privately held rights. The use of, and references to any commercial product, process, or service does not necessarily constitute or imply endorsement, recommendation, or favoring by the US Government, NASA, California Institute of Technology, or Jet Propulsion Laboratory. Views and opinions presented herein by the authors of this manuscript do not necessarily reflect those of the US Government, NASA, California Institute of Technology, or Jet Propulsion Laboratory, and shall not be used for advertisements or product endorsements. Competing interests B.T.T works with Seed Health on microbiome study design and holds equity in the company. Seed Health was not involved in the funding or execution of this project. C.E.M is a co-founder of the Biotia and Onegevity Health. This manuscript was prepared as an account of work sponsored by NASA, an agency of the US Government. The US Government, NASA, California Institute of Technology, Jet Propulsion Laboratory, and their employees make no warranty, expressed or implied, or assume any liability or responsibility for the accuracy, completeness, or usefulness of information, apparatus, product, or process disclosed in this manuscript, or represent that its use would not infringe upon privately held rights. The use of, and references to any commercial product, process, or service does not necessarily constitute or imply endorsement, recommendation, or favoring by the US Government, NASA, California Institute of Technology, or Jet Propulsion Laboratory. Views and opinions presented herein by the authors of this manuscript do not necessarily reflect those of the US Government, NASA, California Institute of Technology, or Jet Propulsion Laboratory, and shall not be used for advertisements or product endorsements.",TRUE,"Funding The research described in this manuscript was funded by a 2012 Space Biology NNH12ZTT001N grant no. 19-12829-26 under Task Order NNN13D111T award to KV. We acknowledge the support from the project “MANGO,” a 2018 Space Biology NNH16ZTT001N grant under Task Order #80NM0018F0589, and NASA grant 80NSSC22K0254. We also thank WorldQuant Foundation for their support, as well as the Starr Cancer Consortium: (I13-0052), the National Institutes of Health (R01AI151059, U01DA053941, R35GM138152), the Bill and Melinda Gates Foundation (OPP1151054), and the Alfred P. Sloan Foundation (G-2015-13964).",FALSE,""
"168",34409546,"10.1007/s10339-021-01050-5","Brains in space: the importance of understanding the impact of long-duration spaceflight on spatial cognition and its neural circuitry","Stahn AC",2021,"Cogn Process","PMC8423699",FALSE,"",FALSE,"","",TRUE,"Declarations Conflict of interestThe authors declare that there is no conflict of interest. Conflict of interest The authors declare that there is no conflict of interest.",TRUE,"Funding Open Access funding enabled and organized by Projekt DEAL. The work indicated here are supported by the German Aerospace Agency (DLR) through Grants 50WB1525, 50WB1915, and 50WB2115.",FALSE,""
"169",33298964,"10.1038/s41526-020-00125-5","Low-intensity vibration restores nuclear YAP levels and acute YAP nuclear shuttling in mesenchymal stem cells subjected to simulated microgravity","Thompson M",2020,"NPJ Microgravity","PMC7708987",FALSE,"",FALSE,"","",TRUE,"Competing interests The authors declare no competing interests.",TRUE,"This study was supported by NASA ISGC NNX15AI04H, NIH grants R01AG059923, 5P2CHD086843–03, P20GM109095, P20GM103408, and NSF grants 1929188 & 2025505.",FALSE,""
"170",35203551,"10.3390/biomedicines10020342","Dissociation of Bone Resorption and Formation in Spaceflight and Simulated Microgravity: Potential Role of Myokines and Osteokines?","Lau P",2022,"Biomedicines","PMC8961781",FALSE,"",FALSE,"","",TRUE,"Conflicts of Interest The authors declare no conflict of interest.",TRUE,"Funding This research received no external funding.",FALSE,""
"171",35629329,"10.3390/life12050660","CAMDLES: CFD-DEM Simulation of Microbial Communities in Spaceflight and Artificial Microgravity","An R",2022,"Life (Basel)","PMC9144607",TRUE,"general-purpose repository",FALSE,"experiment inputs for all simulations described in this manuscript are given in supplementary table s2 and input files are available at the zenodo data repository (doi: 10 5281/zenodo 6369617).;     data availability statement the data presented in this study are available within the article and supplementary material and/or can be reproduced using the code in file s1 and experiment input files available at the zenodo data repository (doi:10 5281/zenodo 6369617).","",TRUE,"Conflicts of Interest The authors declare no conflict of interest.",TRUE,"Funding for this study was provided by the Space Biology program of NASA’s Biological and Physical Sciences (BPS) Division through the Space Life Sciences Training Program (SLSTP).",FALSE,""
"172",25202579,"10.3732/apps.1300034","A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy","Schultz ER",2013,"Appl Plant Sci","PMC4103452",FALSE,"",FALSE,"","",FALSE,"",TRUE,"The authors wish to thank Kim Backer-Kelley and Byung-Ho Kang for additional support in experimental design and execution. The authors also wish to thank Agata Zupanska, Fiona Denison, and Lawrence Rasmussen for editorial input on this manuscript. This work was supported by the National Aeronautics and Space Administration (NASA; grants NNX07AH270 and NNX09AL96G to R.J.F. and A-L.P.).",FALSE,""
"173",33110938,"10.1038/s41526-020-00122-8","COVID-19-The largest isolation study in history: the value of shared learnings from spaceflight analogs","Choukér A",2020,"NPJ Microgravity","PMC7582843",FALSE,"",FALSE,"","",TRUE,"Competing interests The authors declare no competing interests.",TRUE,"The work was supported by the German Space Agency (DLR) on behalf of the Federal Ministry of Economics and Technology/Energy (BMWi) through grants 50WB1319, 50WB0919, 50WB1622, 50WB1931, 50WB1915, 50WB1525; and the European Space Agency (ESA, ELIPS and SciSpacE programs, Topical Team #21183/07/NL/VJ). We thank the Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research in Bremerhaven, Germany, and the French (IPEV) and Italian (PNRA) polar institutes for continuous logistical and technical support in conducting research in ICC. We also like to acknowledge the support from IBMP, DLR, ESA and NASA for their initiatives and research support in studies at the NEK and HERA space analogs. We thank Judith-Irina Buchheim, Hanns-Christian Gunga and David F. Dinges for the constructive discussions.",FALSE,""
"174",28725713,"10.1038/npjmgrav.2015.9","Observational study: microgravity testing of a phase-change reference on the International Space Station","Topham TS",2015,"NPJ Microgravity","PMC5515497",FALSE,"",FALSE,"","",TRUE,"The authors declare no conflict of interest.",TRUE,"Funding",FALSE,""
"175",35865919,"10.3389/fmicb.2022.877625","Cultivation of the Dematiaceous Fungus Cladosporium sphaerospermum Aboard the International Space Station and Effects of Ionizing Radiation","Averesch NJH",2022,"Front Microbiol","PMC9294542",FALSE,"",FALSE,"","",TRUE,"Conflict of Interest The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.",TRUE,"Funding The Higher Orbits Foundation provided funding for the implementation of this project through the Go For Launch! program. NA was partially supported under NASA grant or cooperative agreement award number NNX17AJ31G.",FALSE,""
"176",31031635,"10.3389/fphys.2019.00396","Benefits of Motor Imagery for Human Space Flight: A Brief Review of Current Knowledge and Future Applications","Guillot A",2019,"Front Physiol","PMC6470189",FALSE,"",FALSE,"","",TRUE,"Conflict of Interest Statement The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.",FALSE,"",FALSE,""
"177",31289321,"10.1038/s41598-019-46303-8","Study of the impact of long-duration space missions at the International Space Station on the astronaut microbiome","Voorhies AA",2019,"Sci Rep","PMC6616552",FALSE,"",FALSE,"","",TRUE,"Competing Interests The authors declare no competing interests.",TRUE,"We gratefully acknowledge the participation of the astronauts in the study and the ISSMP experiment team at NASA. This work was supported by the NASA Human Research Program under grant number NNX12AB02G.",FALSE,""
"178",25798821,"10.1371/journal.pone.0121600","Effect of spaceflight on the circadian rhythm, lifespan and gene expression of Drosophila melanogaster","Ma L",2015,"PLoS One","PMC4370389",TRUE,"supplement",FALSE,"file s1 table (xls","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,"The author(s) received no specific funding for this work.",FALSE,""
"179",23637980,"10.1371/journal.pone.0062130","The effect of spaceflight on growth of Ulocladium chartarum colonies on the international space station","Gomoiu I",2013,"PLoS One","PMC3634740",FALSE,"",FALSE,"","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,"This work was supported by the European Commission within the sixth framework programme for RTD activities (2002–2006), Specific Programme “Structuring ERA” support to Research Infrastructures and the ESA (European Space Agency) project “the International Space Station: a Unique REsearch Infrastructure” (SURE) (SURE-AO2006-022A-RITA 026069/PECS Arrangement No. 98047). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",FALSE,""
"180",22566481,"10.18632/oncotarget.472","Properties of mechano-transduction via simulated microgravity and its effects on intracellular trafficking of VEGFR's","Puca A",2012,"Oncotarget","PMC3380577",FALSE,"",FALSE,"","",TRUE,"All the authors declare no competing financial interests.",TRUE,"This work was supported by Grant 2008YHB235_001 from the Progetto di Rilevante Interesse Nazionale Ministero Italiano Università e Ricerca 2008, Human Health Foundation (http://www.hhfonlus.org) and Sbarro Health Research Organization (http://www.shro.org).",FALSE,""
"181",36110324,"10.3389/fbioe.2022.937709","3D bioprinting and Rigenera(®) micrografting technology: A possible countermeasure for wound healing in spaceflight","Aliberti F",2022,"Front Bioeng Biotechnol","PMC9468613",FALSE,"",FALSE,"","",TRUE,"Conflict of interest EP belong to the R&D department of HBW srl, the company owner of the Rigenera Micrografting Technology. The remaining authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.",TRUE,"Funding This work was funded by the SciSpacE Microgravity Application Promotion Programme of ESA called: “Wound Healing in Space: problems and Perspectives for tissue Regeneration and engineering (WHISPER).”",FALSE,""
"182",28649633,"10.1038/s41526-017-0015-y","Latent virus reactivation in astronauts on the international space station","Mehta SK",2017,"NPJ Microgravity","PMC5445581",FALSE,"",FALSE,"","",TRUE,"Competing interests The authors declare no competing interest.",TRUE,"We gratefully acknowledge the conscientious participation of the astronauts in the study. This work was supported by NASA grants 111-30-10-03 and 111-30-10-06 to DLP.",FALSE,""
"183",31680909,"10.3389/fnhum.2019.00355","Head Down Tilt Bed Rest Plus Elevated CO(2) as a Spaceflight Analog: Effects on Cognitive and Sensorimotor Performance","Lee JK",2019,"Front Hum Neurosci","PMC6811492",FALSE,"",FALSE,"","",TRUE,"Conflict of Interest The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest. The reviewer RG declared a past co-authorship with the authors YD, IK, AM, JB, and RS to the handling Editor.",TRUE,"Funding.  This work was supported by the NASA grant #80NSSC17K0021, National Space Biomedical Research Institute (NASA NCC 9–58 and NSBRI SA02802) NASA’s Flight Analogs Project, and the National Institutes of Health and National Center for Advancing Translational Sciences, 1UL1RR029876-01.",FALSE,""
"184",35629774,"10.3390/membranes12050448","RCCS Bioreactor-Based Modeled Microgravity Affects Gastric Cancer Cells and Improves the Chemotherapeutic Effect","Rembiałkowska N",2022,"Membranes (Basel)","PMC9146482",FALSE,"",FALSE,"","",TRUE,"Conflicts of Interest The authors declare no conflict of interest.",TRUE,"Funding This research was prepared under project No. RN-N/1798-420/2020 “Molecular alterations induced by simulated microgravity and their implications to drug resistance of human cancer cells” financed from the funds granted by the Ministry of Science and Higher Education in the “Regional Initiative of Excellence” programme for the years 2019–2022, project number 016/RID/2018/19 the amount of funding 11 998 121.30 PLN.",FALSE,""
"185",21479267,"10.1371/journal.pone.0017710","Functional changes in the snail statocyst system elicited by microgravity","Balaban PM",2011,"PLoS One","PMC3066201",FALSE,"",FALSE,"","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,"Funding:  This research was supported by grants from the RF President Council for grants to P. Balaban, Russian Foundation for Basic Research, Russian Academy of Science, NASA 03-OBPR-04 and a Fundamental Space Biology Program grant to R. Boyle. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",FALSE,""
"186",29773841,"10.1038/s41598-018-26159-0","Ocular Counter Rolling in Astronauts After Short- and Long-Duration Spaceflight","Reschke MF",2018,"Sci Rep","PMC5958131",FALSE,"",FALSE,"","",TRUE,"Competing Interests The authors declare no competing interests.",TRUE,"This research was funded by the National Aeronautics and Space Administration (NASA) and the Centre National d’Etudes Spatiales. We would like to thank the participating crewmembers and the personnel of the Neuroscience Laboratory at the NASA Johnson Space Center for their help with data collection and data analysis. The authors thank Kerry George for editing the manuscript.",FALSE,""
"187",24324574,"10.1371/journal.pone.0076963","Impact of simulated microgravity on oligodendrocyte development: implications for central nervous system repair","Espinosa-Jeffrey A",2013,"PLoS One","PMC3850904",FALSE,"",FALSE,"","",TRUE,"Competing Interests: The authors have declared that no competing interests exist.",TRUE,"This study was supported by a National Multiple Sclerosis Society grant PP1498 (www.nationalmssociety.org) and a Center grant NIH HD-04612 (www.grants.gov). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",FALSE,""
"188",30071661,"10.3390/ijms19082257","Semantic Analysis of Posttranslational Modification of Proteins Accumulated in Thyroid Cancer Cells Exposed to Simulated Microgravity","Bauer J",2018,"Int J Mol Sci","PMC6121900",FALSE,"",FALSE,"","",TRUE,"Conflicts of Interest The authors have declared no conflict of interest.",TRUE,"Funding This project was supported by the German Space Agency (DLR, grant 50WB1524).",FALSE,""
"189",33376968,"10.1016/j.isci.2020.101734","Comparative Transcriptomics Identifies Neuronal and Metabolic Adaptations to Hypergravity and Microgravity in Caenorhabditis elegans","Willis CRG",2020,"iScience","PMC7756135",FALSE,"",FALSE,"","",TRUE,"Declaration of Interests The authors declare no competing interests.",TRUE,"C.R.G.W. is supported by the 10.13039/501100000268Biotechnology and Biological Sciences Research Council-funded South West Biosciences Doctoral Training Partnership (BB/J014400/1; BB/M009122/1). This work was partially supported by funding from the 10.13039/501100000268Biotechnology and Biological Sciences Research Council (BB/N015894/1). This research was also supported by the MRC-Versus Arthritis Centre for Musculoskeletal Aging Research (MR/P021220/1; MR/R502364/1) and National Institute for Health Research Nottingham Biomedical Research Centre. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR, or the Department of Health and Social Care. We thank the Stanford Microarray Database and the Stuart Kim lab for help in generating the hypergravity data. We thank the NASA GeneLab Animal Analysis Working Group for useful discussions.",FALSE,""
"190",28242876,"10.1038/s41598-017-00119-6","Rapid adaptation to microgravity in mammalian macrophage cells","Thiel CS",2017,"Sci Rep","PMC5427920",FALSE,"",FALSE,"","",TRUE,"Competing Interests The authors declare no competing financial interests.",TRUE,"A successful spaceflight experiment is always the result of hard and dedicated work, highest professionalism, utmost precision and toughness. It is conducted by large teams and over the course of many years. It is almost impossible to acknowledge every person who contributed, but it is very clear that this experiment would not have been possible without the precious and hard work of so many. We are grateful to the German Aerospace Center (DLR), the European Space Agency (ESA) and the National Aeronautics and Space Administration (NASA) for their outstanding support. In addition to the co-authors, we especially thank Günter Ruyters, Martin Zell, Thomas Berger, Ruth Hemmersbach, Sonja Brungs, Sergio Mugnai, Philippe DeGieter, Pranav Trivedi, Philipp Wever, Dieter Seibt, Sait Guersoy, Markus Ostrominski, Marianne Schuber and Paul Esser. We are also grateful for financial support from the DLR (grant no. 50WB1219 and no. 50WB0812). We thankfully acknowledge the excellent teamwork with Airbus Defence and Space (Friedrichshafen, Germany), in particular with Laurent Hirschmann, Constantin Winter, Michaela Hutta, Heiko Mantzsch and Luca Briganti. We are very thankful for the outstanding and highly professional support from the Biotechnology Space Support Centre (BIOTESC, Hergiswil, Switzerland), namely Fabienne Wyss and Christian Rösch. We also express our thanks to Jutta Müller, Marianne Ott and Pascale Wyss for their administrative support. We thank Ms. Naomi Shepherd for editing the manuscript. We gratefully acknowledge the team of the Space Life Sciences Laboratory (SLSL) at Kennedy Space Center (KSC), especially Ashleigh Ruggles, Carol Ann Taylor and Tony Gannon for their fantastic support and great professional spirit. We thank Glenn Früh from the University of Zurich for his contribution to the laboratory infrastructure at SLSL/KSC. We gratefully acknowledge the financial support provided by the Swiss National Science Foundation through grant 200021_147193 CINDY, Marie Heim-Vögtlin fellowship PMPDP2_151255 and NCCR Kindey. CH to Diane de Zélicourt and Vartan Kurtcuoglu. We are very thankful for the outstanding support provided by Lufthansa, particularly from Diana Wörner (Medical Operation Center, Frankfurt), Edwin J. Haas III (Station Manager Orlando) and Liselotte Lindgren (Duty Station Manager Orlando). Lufthansa’s enthusiastic and straightforward support together with their reliability during the mission logistics made them an ideal partner for highly complex projects. We gratefully thank the US Customs and Border Protection at Orlando Airport for their extremely supportive and excellent professional services. It was only thanks to the collaboration of all these partners that our project was possible. We gratefully acknowledge the outstanding contribution of each of them.",FALSE,""
"191",35473908,"10.1038/s41467-022-29612-x","Identifying the wide diversity of extraterrestrial purine and pyrimidine nucleobases in carbonaceous meteorites","Oba Y",2022,"Nat Commun","PMC9042847",FALSE,"",FALSE,"","",TRUE,"Competing interests The authors declare no competing interests.",TRUE,"We thank Dr. Shogo Tachibana (Univ. Tokyo, JAXA) for the discussion of meteoritic organic matter within the thermal history. We thank Dr. Robert Minard and Dr. Clifford N. Matthews’ research group at the University of Chicago for providing the Murchison meteorite and Prof. Reid R. Keays (Univ. Melbourne) for collecting and providing the Murchison soil samples. We also thank Mr. Tomoya Ishida (Kyushu Univ.) for the discussion of the wet-chemical procedure. This work was partly supported by JSPS KAKENHI Grant Numbers JP21H04501 and JP21H05414 (to Y.O.), JP20H02019 and 21KK0062 (to Y.T.), 21J00504 (to T.K), JP20H00202 and JP20H05846 (to H.N.), NASA Astrobiology Institute through award 13-13NAI7-0032 to the Goddard Center for Astrobiology (GCA), NASA’s Planetary Science Division Internal Scientist Funding Program through the Fundamental Laboratory Research (FLaRe) work package at NASA Goddard Space Flight Center, and a grant from the Simons Foundation (SCOL award 302497 to J.P.D.). This study was conducted in accordance with the Joint Research Promotion Project at the Institute of Low-Temperature Science, Hokkaido University (21G008 to Y.O., Y.T., and H.N.).",FALSE,""
"192",28529490,"10.3389/fphys.2017.00279","Microgravity-Induced Transcriptome Adaptation in Mouse Paraspinal longissimus dorsi Muscle Highlights Insulin Resistance-Linked Genes","Gambara G",2017,"Front Physiol","PMC5418220",TRUE,"field-specific repository",FALSE,"microarray data were uploaded in gene expression omnibus (geo) repository accession number: gse94381 .","",TRUE,"Conflict of interest statement The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.",TRUE,"Funding This work was supported from grants of the Department of Economics and Technology of the German Government (BMWi) through the German AeroSpace Board, Deutsches Zentrum für Luft- und Raumfahrt (DLR), e.V. Bonn, Germany (grant # 50 WB821, 1121, and 1421 to DB). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. Conflict of interest statementThe authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.",FALSE,""
"193",32269617,"10.3892/ol.2020.11451","Effect of simulated microgravity on metabolism of HGC-27 gastric cancer cells","Chen ZY",2020,"Oncol Lett","PMC7115135",FALSE,"",FALSE,"","",TRUE,"Competing interests The authors declare that they have no competing interests.",TRUE,"Funding The present study was funded by The Key Program Grants of PLA Planning Technology Research (grant no. SYFD1500128).",FALSE,""
"194",32391303,"10.3389/fpubh.2020.00119","Human Adaptation to Deep Space Environment: An Evolutionary Perspective of the Foreseen Interplanetary Exploration","Criscuolo F",2020,"Front Public Health","PMC7193087",FALSE,"",FALSE,"","",TRUE,"Conflict of Interest The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.",FALSE,"",FALSE,""
"195",32719617,"10.3389/fphys.2020.00778","Impacts of Microgravity Analogs to Spaceflight on Cerebral Autoregulation","Kermorgant M",2020,"Front Physiol","PMC7350784",FALSE,"",FALSE,"","",TRUE,"Conflict of Interest The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.",TRUE,"OH was supported by Centre National d’Etudes Spatiales (CNES).",FALSE,""
